ENSG00000180182	ENST00000324817*ENST00000416199*ENST00000433003*ENST00000472736*ENST00000496531*ENST00000482034*ENST00000492219*ENST00000495865*ENST00000463072	ENSP00000323720*ENSP00000392586*ENSP00000411357******	mediator complex subunit 14 [Source:HGNC Symbol;Acc:HGNC:2370]	40648306	40735858	40648306*40649543*40653872*40659227*40675221*40713832*40713878*40726455*40726528	40735531*40659334*40664451*40659819*40682913*40735858*40715051*40735298*40729540	GO:0016592*GO:0016592*GO:0001104*GO:0001104*GO:0045893*GO:0005654*GO:0004872*GO:0030521*GO:0003713*GO:0045944*GO:0005634*GO:0016020*GO:0006357*GO:0006357*GO:0005515*GO:0006367*GO:0003712*GO:0030518*GO:0030374*GO:0010467*GO:0070847*GO:0042809*GO:0019827**	mediator complex*mediator complex*RNA polymerase II transcription cofactor activity*RNA polymerase II transcription cofactor activity*positive regulation of transcription, DNA-templated*nucleoplasm*receptor activity*androgen receptor signaling pathway*transcription coactivator activity*positive regulation of transcription from RNA polymerase II promoter*nucleus*membrane*regulation of transcription from RNA polymerase II promoter*regulation of transcription from RNA polymerase II promoter*protein binding*transcription initiation from RNA polymerase II promoter*transcription cofactor activity*intracellular steroid hormone receptor signaling pathway*ligand-dependent nuclear receptor transcription coactivator activity*gene expression*core mediator complex*vitamin D receptor binding*stem cell maintenance**	A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins. [PMID:11454195, PMID:16168358, PMID:17870225]*A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The mediator complex is required for activation of transcription of most protein-coding genes, but can also act as a transcriptional corepressor. The Saccharomyces complex contains several identifiable subcomplexes: a head domain comprising Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p; and a regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins. [PMID:11454195, PMID:16168358, PMID:17870225]"*Interacting selectively and non-covalently with an RNA polymerase II (RNAP II) regulatory transcription factor and also with the RNAP II basal transcription machinery in order to modulate transcription. Cofactors generally do not bind DNA, but rather mediate protein-protein interactions between regulatory transcription factors and the basal RNAP II transcription machinery. [GOC:txnOH, PMID:10213677, PMID:16858867]"*Interacting selectively and non-covalently with an RNA polymerase II (RNAP II) regulatory transcription factor and also with the RNAP II basal transcription machinery in order to modulate transcription. Cofactors generally do not bind DNA, but rather mediate protein-protein interactions between regulatory transcription factors and the basal RNAP II transcription machinery. [GOC:txnOH, PMID:10213677, PMID:16858867]"*"Any process that activates or increases the frequency, rate or extent of cellular DNA-templated transcription. [GOC:go_curators, GOC:txnOH]"*That part of the nuclear content other than the chromosomes or the nucleolus. [GOC:ma, ISBN:0124325653]"*Combining with an extracellular or intracellular messenger to initiate a change in cell activity. [GOC:ceb, ISBN:0198506732]"*Any series of molecular signals generated as a consequence of an androgen binding to its receptor. [GOC:mah]*Interacting selectively and non-covalently with a activating transcription factor and also with the basal transcription machinery in order to increase the frequency, rate or extent of transcription. Cofactors generally do not bind the template nucleic acid, but rather mediate protein-protein interactions between activating transcription factors and the basal transcription machinery. [GOC:txnOH, PMID:10213677, PMID:16858867]"*Any process that activates or increases the frequency, rate or extent of transcription from an RNA polymerase II promoter. [GOC:go_curators, GOC:txnOH]"*A membrane-bounded organelle of eukaryotic cells in which chromosomes are housed and replicated. In most cells, the nucleus contains all of the cells chromosomes except the organellar chromosomes, and is the site of RNA synthesis and processing. In some species, or in specialized cell types, RNA metabolism or DNA replication may be absent. [GOC:go_curators]"*A lipid bilayer along with all the proteins and protein complexes embedded in it an attached to it. [GOC:dos, GOC:mah, ISBN:0815316194]"*Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter. [GOC:go_curators, GOC:txnOH]"*Any process that modulates the frequency, rate or extent of transcription from an RNA polymerase II promoter. [GOC:go_curators, GOC:txnOH]"*Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]*Any process involved in the assembly of the RNA polymerase II preinitiation complex (PIC) at an RNA polymerase II promoter region of a DNA template, resulting in the subsequent synthesis of RNA from that promoter. The initiation phase includes PIC assembly and the formation of the first few bonds in the RNA chain, including abortive initiation, which occurs when the first few nucleotides are repeatedly synthesized and then released. Promoter clearance, or release, is the transition between the initiation and elongation phases of transcription. [GOC:mah, GOC:txnOH]"*Interacting selectively and non-covalently with a regulatory transcription factor and also with the basal transcription machinery in order to modulate transcription. Cofactors generally do not bind the template nucleic acid, but rather mediate protein-protein interactions between regulatory transcription factors and the basal transcription machinery. [GOC:txnOH, PMID:10213677, PMID:16858867]"*A series of molecular signals generated as a consequence of a intracellular steroid hormone receptor binding to one of its physiological ligands. [GOC:mah, GOC:signaling]"*The function of a transcription cofactor that activates transcription in conjuction with a ligand-dependent nuclear receptor from a RNA polymerase II promoter; does not bind DNA itself. [GOC:dph, GOC:tb]"*The process in which a genes sequence is converted into a mature gene product or products (proteins or RNA). This includes the production of an RNA transcript as well as any processing to produce a mature RNA product or an mRNA (for protein-coding genes) and the translation of that mRNA into protein. Protein maturation is included when required to form an active form of a product from an inactive precursor form. [GOC:dph, GOC:tb]"*A protein complex that interacts with the carboxy-terminal domain of the largest subunit of RNA polymerase II and plays an active role in transducing the signal from a transcription factor to the transcriptional machinery. The core mediator complex has a stimulatory effect on basal transcription, and contains most of the same subdomains as the larger form of mediator complex -- a head domain comprising proteins known in Saccharomyces as Srb2, -4, and -5, Med6, -8, and -11, and Rox3 proteins; a middle domain comprising Med1, -4, and -7, Nut1 and -2, Cse2, Rgr1, Soh1, and Srb7 proteins; and a tail consisting of Gal11p, Med2p, Pgd1p, and Sin4p -- but lacks the regulatory subcomplex comprising Ssn2, -3, and -8, and Srb8 proteins. Metazoan core mediator complexes have similar modular structures and include homologs of yeast Srb and Med proteins. [PMID:11454195, PMID:16168358, PMID:17870225]"*Interacting selectively and non-covalently with the vitamin D receptor, a nuclear receptor that mediates the action of vitamin D by binding DNA and controlling the transcription of hormone-sensitive genes. [GOC:jl, PMID:12637589]"*The process by which an organism or tissue maintains a population of stem cells of a single type.  This can be achieved by a number of mechanisms: stem cell asymmetric division maintains stem cell numbers; stem cell symmetric division increases them; maintenance of a stem cell niche maintains the conditions for commitment to the stem cell fate for some types of stem cell; stem cells may arise de novo from other cell types.  [GOC:mah, ISBN:0878932437]"**	IDA*IEA*IDA*IEA*IDA*TAS*IDA*IDA*IDA*IDA*IDA*IDA*TAS*IEA*IPI*IDA*IDA*IDA*NAS*TAS*IBA*NAS*IEA**	cellular_component*cellular_component*molecular_function*molecular_function*biological_process*cellular_component*molecular_function*biological_process*molecular_function*biological_process*cellular_component*cellular_component*biological_process*biological_process*molecular_function*biological_process*molecular_function*biological_process*molecular_function*biological_process*cellular_component*molecular_function*biological_process**	************************	***********************H7C017*H7C3E5	O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244*O60244**MED14		PF08638**	49**	240**	ENSFM00250000002831*ENSFM00250000002831*ENSFM00250000002831	MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14*MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14*MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14	IPR013947**	Mediator_Med14**	Mediator complex, subunit Med14**	ENSFM00250000002831*ENSFM00250000002831*ENSFM00250000002831	MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14*MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14*MEDIATOR OF RNA POLYMERASE II TRANSCRIPTION SUBUNIT 14 MEDIATOR COMPLEX SUBUNIT 14	IPR013947**	Mediator_Med14**	Mediator complex, subunit Med14**	

ENSG00000182220	ENST00000378438*ENST00000436783*ENST00000486558*ENST00000447485*ENST00000423649*ENST00000487051*ENST00000479120	ENSP00000367697*ENSP00000403969**ENSP00000411317*ENSP00000410105**	ATPase, H+ transporting, lysosomal accessory protein 2 [Source:HGNC Symbol;Acc:HGNC:18305]	40580908	40606637	40580908*40580970*40580982*40581011*40581011*40588993*40596918	40606637*40599612*40600881*40600876*40605609*40591431*40597664	GO:0043408*GO:0004872*GO:0005886*GO:0004190*GO:0016021*GO:0005515*GO:0070062*GO:0030177*GO:0044267*GO:0009897*GO:0048069*GO:0060323*GO:0032914*GO:0021903*GO:0002003*GO:0043005*GO:0044297*GO:0019899*GO:0002003*GO:0043408*GO:0004872*GO:0005886*GO:0004190*GO:0016021*GO:0005515*GO:0070062*GO:0030177*GO:0044267*GO:0009897*GO:0048069*GO:0060323*GO:0032914*GO:0021903*GO:0002003*GO:0043005*GO:0044297*GO:0019899*GO:0002003*GO:0004872*GO:0016021*GO:0004872*GO:0016021*GO:0004872*GO:0003824*GO:0008152*GO:0016021	regulation of MAPK cascade*receptor activity*plasma membrane*aspartic-type endopeptidase activity*integral component of membrane*protein binding*extracellular exosome*positive regulation of Wnt signaling pathway*cellular protein metabolic process*external side of plasma membrane*eye pigmentation*head morphogenesis*positive regulation of transforming growth factor beta1 production*rostrocaudal neural tube patterning*angiotensin maturation*neuron projection*cell body*enzyme binding*angiotensin maturation*regulation of MAPK cascade*receptor activity*plasma membrane*aspartic-type endopeptidase activity*integral component of membrane*protein binding*extracellular exosome*positive regulation of Wnt signaling pathway*cellular protein metabolic process*external side of plasma membrane*eye pigmentation*head morphogenesis*positive regulation of transforming growth factor beta1 production*rostrocaudal neural tube patterning*angiotensin maturation*neuron projection*cell body*enzyme binding*angiotensin maturation*receptor activity*integral component of membrane*receptor activity*integral component of membrane*receptor activity*catalytic activity*metabolic process*integral component of membrane	Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade. [GOC:go_curators]*Combining with an extracellular or intracellular messenger to initiate a change in cell activity. [GOC:ceb, ISBN:0198506732]*The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins. [ISBN:0716731363]*Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which a water molecule bound by the side chains of aspartic residues at the active center acts as a nucleophile. [ISBN:0198506732]"*The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"*Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]*A membrane-bounded vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm. [GOC:BHF, GOC:mah, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"*Any process that activates or increases the frequency, rate or extent of Wnt signal transduction. [GOC:dph, GOC:go_curators, GOC:tb]"*The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification. [GOC:jl]"*The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface. [GOC:dos, GOC:tb]"*Establishment of a pattern of pigment in the eye of an organism. [GOC:jid]*The process in which the anatomical structures of the head are generated and organized. The head is the anterior-most division of the body. [GOC:dph]*Any process that activates or increases the frequency, rate, or extent of production of transforming growth factor-beta1. [GOC:mah]"*The process in which the neural tube is divided into specific regions along the rostrocaudal axis. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, PMID:11262869]"*The process leading to the attainment of the full functional capacity of angiotensin by conversion of renin substrate into mature angiotensin in the blood. [ISBN:0721643949]*A prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"*The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections. [GOC:go_curators]"*Interacting selectively and non-covalently with any enzyme. [GOC:jl]*The process leading to the attainment of the full functional capacity of angiotensin by conversion of renin substrate into mature angiotensin in the blood. [ISBN:0721643949]*Any process that modulates the frequency, rate or extent of signal transduction mediated by the MAP kinase (MAPK) cascade. [GOC:go_curators]"*Combining with an extracellular or intracellular messenger to initiate a change in cell activity. [GOC:ceb, ISBN:0198506732]"*The membrane surrounding a cell that separates the cell from its external environment. It consists of a phospholipid bilayer and associated proteins. [ISBN:0716731363]*Catalysis of the hydrolysis of internal, alpha-peptide bonds in a polypeptide chain by a mechanism in which a water molecule bound by the side chains of aspartic residues at the active center acts as a nucleophile. [ISBN:0198506732]"*The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"*Interacting selectively and non-covalently with any protein or protein complex (a complex of two or more proteins that may include other nonprotein molecules). [GOC:go_curators]*A membrane-bounded vesicle that is released into the extracellular region by fusion of the limiting endosomal membrane of a multivesicular body with the plasma membrane. Extracellular exosomes, also simply called exosomes, have a diameter of about 40-100 nm. [GOC:BHF, GOC:mah, PMID:15908444, PMID:17641064, PMID:19442504, PMID:19498381, PMID:22418571, PMID:24009894]"*Any process that activates or increases the frequency, rate or extent of Wnt signal transduction. [GOC:dph, GOC:go_curators, GOC:tb]"*The chemical reactions and pathways involving a specific protein, rather than of proteins in general, occurring at the level of an individual cell. Includes cellular protein modification. [GOC:jl]"*The leaflet of the plasma membrane that faces away from the cytoplasm and any proteins embedded or anchored in it or attached to its surface. [GOC:dos, GOC:tb]"*Establishment of a pattern of pigment in the eye of an organism. [GOC:jid]*The process in which the anatomical structures of the head are generated and organized. The head is the anterior-most division of the body. [GOC:dph]*Any process that activates or increases the frequency, rate, or extent of production of transforming growth factor-beta1. [GOC:mah]"*The process in which the neural tube is divided into specific regions along the rostrocaudal axis. [GO_REF:0000021, GOC:cls, GOC:dgh, GOC:dph, GOC:jid, GOC:mtg_15jun06, PMID:11262869]"*The process leading to the attainment of the full functional capacity of angiotensin by conversion of renin substrate into mature angiotensin in the blood. [ISBN:0721643949]*A prolongation or process extending from a nerve cell, e.g. an axon or dendrite. [GOC:jl, http://www.cogsci.princeton.edu/~wn/]"*The portion of a cell bearing surface projections such as axons, dendrites, cilia, or flagella that includes the nucleus, but excludes all cell projections. [GOC:go_curators]"*Interacting selectively and non-covalently with any enzyme. [GOC:jl]*The process leading to the attainment of the full functional capacity of angiotensin by conversion of renin substrate into mature angiotensin in the blood. [ISBN:0721643949]*Combining with an extracellular or intracellular messenger to initiate a change in cell activity. [GOC:ceb, ISBN:0198506732]"*The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"*Combining with an extracellular or intracellular messenger to initiate a change in cell activity. [GOC:ceb, ISBN:0198506732]"*The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"*Combining with an extracellular or intracellular messenger to initiate a change in cell activity. [GOC:ceb, ISBN:0198506732]"*Catalysis of a biochemical reaction at physiological temperatures. In biologically catalyzed reactions, the reactants are known as substrates, and the catalysts are naturally occurring macromolecular substances known as enzymes. Enzymes possess specific binding sites for substrates, and are usually composed wholly or largely of protein, but RNA that has catalytic activity (ribozyme) is often also regarded as enzymatic. [ISBN:0198506732]"*The chemical reactions and pathways, including anabolism and catabolism, by which living organisms transform chemical substances. Metabolic processes typically transform small molecules, but also include macromolecular processes such as DNA repair and replication, and protein synthesis and degradation. [GOC:go_curators, ISBN:0198547684]"*The component of a membrane consisting of the gene products and protein complexes having at least some part of their peptide sequence embedded in the hydrophobic region of the membrane. [GOC:dos, GOC:go_curators]"	IDA*IEA*TAS*EXP*IEA*IPI*IDA*IMP*TAS*IDA*IMP*IMP*IDA*IMP*IDA*IEA*IEA*IEA*IEA*IDA*IEA*TAS*EXP*IEA*IPI*IDA*IMP*TAS*IDA*IMP*IMP*IDA*IMP*IDA*IEA*IEA*IEA*IEA*IEA*IEA*IEA*IEA*IEA*IEA*IEA*IEA	biological_process*molecular_function*cellular_component*molecular_function*cellular_component*molecular_function*cellular_component*biological_process*biological_process*cellular_component*biological_process*biological_process*biological_process*biological_process*biological_process*cellular_component*cellular_component*molecular_function*biological_process*biological_process*molecular_function*cellular_component*molecular_function*cellular_component*molecular_function*cellular_component*biological_process*biological_process*cellular_component*biological_process*biological_process*biological_process*biological_process*biological_process*cellular_component*cellular_component*molecular_function*biological_process*molecular_function*cellular_component*molecular_function*cellular_component*molecular_function*molecular_function*biological_process*cellular_component	3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LBS*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8*3LC8********	**************************************H7C240*H7C240*H7C3E1*H7C3E1*H0Y750*H0Y750*H0Y750*H0Y750	O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787*O75787********ATP6AP2		PF07850**PF07850*PF07850*PF07850	254**229*195*195	350**259*243*243	ENSFM00250000004412*ENSFM00250000004412*ENSFM00250000004412*ENSFM00250000004412*ENSFM00250000004412	RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT*RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT*RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT*RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT*RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT	IPR012493**IPR012493*IPR012493*IPR017850	Renin_rcpt**Renin_rcpt*Renin_rcpt*Alkaline_phosphatase_core	Renin receptor-like**Renin receptor-like*Renin receptor-like*Alkaline-phosphatase-like, core domain	ENSFM00250000004412*ENSFM00250000004412*ENSFM00250000004412*ENSFM00250000004412*ENSFM00250000004412	RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT*RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT*RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT*RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT*RENIN RECEPTOR PRECURSOR ATPASE H + TRANSPORTING LYSOSOMAL ACCESSORY 2 ATPASE H + TRANSPORTING LYSOSOMAL INTERACTING 2 RENIN/PRORENIN RECEPTOR VACUOLAR ATP SYNTHASE MEMBRANE SECTOR ASSOCIATED M8 9 V ATPASE M8 9 SUBUNIT	IPR012493**IPR012493*IPR012493*IPR017850	Renin_rcpt**Renin_rcpt*Renin_rcpt*Alkaline_phosphatase_core	Renin receptor-like**Renin receptor-like*Renin receptor-like*Alkaline-phosphatase-like, core domain	

ENSG00000185753	ENST00000378426*ENST00000327877*ENST00000378421	ENSP00000367683*ENSP00000330488*ENSP00000367677	chromosome X open reading frame 38 [Source:HGNC Symbol;Acc:HGNC:28589]	40626921	40647554	40626921*40629033*40629937	40647554*40647547*40647521	**	**	**	**	**	**	**	Q8TB03*Q8TB03*Q8TB03CXorf38		PF15112*PF15112*PF15112	1*9*1	189*308*189	ENSFM00250000009590*ENSFM00250000009590*ENSFM00250000009590	UNCHARACTERIZED CXORF38*UNCHARACTERIZED CXORF38*UNCHARACTERIZED CXORF38	IPR027897*IPR027897*IPR027897	DUF4559*DUF4559*DUF4559	Protein of unknown function DUF4559*Protein of unknown function DUF4559*Protein of unknown function DUF4559	ENSFM00250000009590*ENSFM00250000009590*ENSFM00250000009590	UNCHARACTERIZED CXORF38*UNCHARACTERIZED CXORF38*UNCHARACTERIZED CXORF38	IPR027897*IPR027897*IPR027897	DUF4559*DUF4559*DUF4559	Protein of unknown function DUF4559*Protein of unknown function DUF4559*Protein of unknown function DUF4559	

ENSG00000189145	ENST00000342691			40907987	40908391	40907987	40908391																							

ENSG00000206677	ENST00000383950		Y RNA [Source:RFAM;Acc:RF00019]	40492844	40492941	40492844	40492941																							

ENSG00000214031	ENST00000416158			40760104	40761270	40760104	40761270																							
